PSA_ID,Domain,English,Swahili,Gikuyu,Swahili Confidence,Gikuyu Confidence,English Validator,Gikuyu,Swahili Confidence,Gikuyu Confidence,Swahili Validator ,Gikuyu Validator,Metadata
,Security,Chemicals and fuels should be stored away from homes to prevent fires and environmental contamination.,"Ili kuzuia moto na uchafuzi wa mazingira, kemikali na mafuta yanapaswa kuhifadhiwa mbali na nyumba.","Nĩguo gwĩthema mwaki na ũtarũkio wa mũthiũrũrũko, indo cia gũthondeka na maguta cia gũthondeka ciagĩrĩire kũigwo handũ harĩa itarĩ nyũmba.",0.705406102,0.364190154,Misati,"Nĩguo gwĩthema mwaki na ũtarũkio wa mũthiũrũrũko, indo cia gũthondeka na maguta cia gũthondeka ciagĩrĩire kũigwo handũ harĩa itarĩ nyũmba.",0.705406102,0.364190154,Cynthia,,
,Security,Stagnant water breeds mosquitoes. Use bed nets and report mosquito infestations to health authorities.,"Maji ya utulivu huzaa mbu, hutumia wavu wa kulala, na kuarifu wenye mamlaka za afya kuhusu kuambukizwa na mbu.",Kũrĩ maĩ ma gũcũma nĩ kũheaga nguu.,0.416588414,0.211045559,Misati,Kũrĩ maĩ ma gũcũma nĩ kũheaga nguu.,0.416588414,0.211045559,Cynthia,,
,Security,Communities should invest in boreholes and rainwater harvesting to ensure water access during droughts.,Jumuiya zinapaswa kuwekeza katika mashimo ya kuchimba na kukusanya maji ya mvua ili kuhakikisha upatikanaji wa maji wakati wa ukame.,Andũ a ndũrĩrĩ magĩrĩirũo kũruta mbeca cia gũthondeka mĩbira na kũruta maaĩ ma mbura nĩguo magĩe na ũhoti wa kũhũthĩra maaĩ hĩndĩ ya ng'aragu.,0.743765061,0.517039165,Misati,Andũ a ndũrĩrĩ magĩrĩirũo kũruta mbeca cia gũthondeka mĩbira na kũruta maaĩ ma mbura nĩguo magĩe na ũhoti wa kũhũthĩra maaĩ hĩndĩ ya ng'aragu.,0.743765061,0.517039165,Cynthia,,
,Security,Kenya's policy framework ensures coordinated disaster management. Understand your rights and government obligations.,Mfumo wa sera ya Kenya unahakikisha usimamizi wa misiba uliopangwa kwa upatano.,Ũtongoria wa Kenya nĩ ũhotithagia andũ kũmenyerera mĩcemanio ya mĩnyamaro.,0.550014978,0.430119971,Misati,Ũtongoria wa Kenya nĩ ũhotithagia andũ kũmenyerera mĩcemanio ya mĩnyamaro.,0.550014978,0.430119971,Cynthia,,
,Security,Child protection systems must prevent sexual abuse and exploitation and provide full support for affected children.,Mifumo ya ulinzi wa watoto lazima kuzuia unyanyasaji wa kingono na utumiaji na kutoa msaada kamili kwa watoto walioathiriwa.,Mĩthemba ya kũgitĩra ciana nĩ yagĩrĩirũo nĩ gwĩthema kũhinyĩrĩrio na kũgunĩka kwa ngomanio na kũheana ũteithio mũkinyanĩru harĩ ciana iria ciathumbũrio.,0.728997576,0.54118732,Misati,Mĩthemba ya kũgitĩra ciana nĩ yagĩrĩirũo nĩ gwĩthema kũhinyĩrĩrio na kũgunĩka kwa ngomanio na kũheana ũteithio mũkinyanĩru harĩ ciana iria ciathumbũrio.,0.728997576,0.54118732,Cynthia,,
,Security,"Educational institutions must implement prevention programs that address harassment, assault, and exploitation in learning environments.","Taasisi za elimu lazima zitekeleze mipango ya kuzuia ambayo inakabiliana na unyanyasaji, mashambulizi, na utumiaji katika mazingira ya kujifunza.","Ciũngano cia gĩthomo nĩ igĩrĩirũo kũhũthĩra mĩbango ya kũgirĩrĩria mĩtugo ya kũhinyĩrĩria andũ, kũhinyĩrĩria andũ, na kũhũthĩra ũũru maũndũ marĩa marekĩka thĩinĩ wa ũrutani.",0.643440061,0.453073117,Misati,"Ciũngano cia gĩthomo nĩ igĩrĩirũo kũhũthĩra mĩbango ya kũgirĩrĩria mĩtugo ya kũhinyĩrĩria andũ, kũhinyĩrĩria andũ, na kũhũthĩra ũũru maũndũ marĩa marekĩka thĩinĩ wa ũrutani.",0.643440061,0.453073117,Cynthia,,
,Security,Economic abuse limits financial independence. Financial institutions should recognize warning signs and support affected customers.,Matumizi mabaya ya pesa huzuia uhuru wa kifedha.,Kũhinyĩrĩria andũ kũingĩhaga ũtonga nĩ kũnyiitaga mbaru ũritũ wao wa kĩĩmbeca.,0.484876319,0.372715248,Misati,Kũhinyĩrĩria andũ kũingĩhaga ũtonga nĩ kũnyiitaga mbaru ũritũ wao wa kĩĩmbeca.,0.484876319,0.372715248,Cynthia,,
,Security,Persons with disabilities face higher risks of violence. Services must meet accessibility needs and provide inclusive support.,Watu wenye ulemavu wanakabiliwa na hatari kubwa ya vurugu. Huduma lazima zikidhi mahitaji ya upatikanaji na kutoa msaada wa pamoja.,Andũ arĩa marĩ na mawathe nĩ makoragwo na mogwati maingĩ ma kũhiũrania na ũhinya.,0.724060557,0.562918194,Misati,Andũ arĩa marĩ na mawathe nĩ makoragwo na mogwati maingĩ ma kũhiũrania na ũhinya.,0.724060557,0.562918194,Cynthia,,
,Security,Correctional facilities must prevent sexual violence and respond effectively to any incidents.,Vifaa vya kuondokana na uhalifu vinapaswa kuzuia jeuri ya kingono na kukabiliana kwa ufanisi na visa vyovyote.,Ciiko cia kũrũnga ciĩga cia kũrũnga ciana cia arĩa angĩ nĩ igĩrĩirũo kũgirĩrĩria ũhinya wa ngomanio na gũhiũrania na maũndũ marĩa mangĩgũkora.,0.500452581,0.367521566,Misati,Ciiko cia kũrũnga ciĩga cia kũrũnga ciana cia arĩa angĩ nĩ igĩrĩirũo kũgirĩrĩria ũhinya wa ngomanio na gũhiũrania na maũndũ marĩa mangĩgũkora.,0.500452581,0.367521566,Cynthia,,
,Security,"Institutions must coordinate across sectors to provide effective, compassionate responses to survivors.",Taasisi lazima zisaidiane katika sekta mbalimbali ili kutoa majibu yenye ufanisi na yenye huruma kwa waliookoka.,Ciũngano nĩ ciabataraga kũharũrũkana kũgerera itanda nĩgetha iheo andũ arĩa maranyamarĩka na magĩe na ũiguano na arĩa maranyamarĩka.,0.574546272,0.353669353,Misati,Ciũngano nĩ ciabataraga kũharũrũkana kũgerera itanda nĩgetha iheo andũ arĩa maranyamarĩka na magĩe na ũiguano na arĩa maranyamarĩka.,0.574546272,0.353669353,Cynthia,,
,Security,Healthcare facilities must screen for violence and provide safe and comprehensive responses for survivors.,Vituo vya afya vinapaswa kuchunguza jeuri na kutoa majibu salama na ya kina kwa waliookoka.,Ciiko cia ũrigitani nĩ igĩrĩirũo gũtuĩria andũ maũndũ ma ũhinya na kũheana macokio ma ũgitĩri na ma kũigana harĩ arĩa marakĩhonoka.,0.661385164,0.364088377,Misati,Ciiko cia ũrigitani nĩ igĩrĩirũo gũtuĩria andũ maũndũ ma ũhinya na kũheana macokio ma ũgitĩri na ma kũigana harĩ arĩa marakĩhonoka.,0.661385164,0.364088377,Cynthia,,
,Security,Public transport systems must address harassment through staff training and appropriate response measures.,Mifumo ya usafiri wa umma lazima ishughulikie mateso kupitia mafunzo ya wafanyakazi na hatua za kukabiliana na hali hiyo.,Mĩbango ya ngari cia mũingĩ nĩ ĩgĩrĩirũo kũhiũrania na mĩnyamaro kũgerera kũmenyeria andũ na njĩra ya kũhũthĩra njĩra cia kũhiũrania na mĩnyamaro ĩyo.,0.626844696,0.477886781,Misati,Mĩbango ya ngari cia mũingĩ nĩ ĩgĩrĩirũo kũhiũrania na mĩnyamaro kũgerera kũmenyeria andũ na njĩra ya kũhũthĩra njĩra cia kũhiũrania na mĩnyamaro ĩyo.,0.626844696,0.477886781,Cynthia,,
,Security,Women in agriculture face distinct risks. Cooperatives should adopt prevention policies and reporting options.,Wanawake katika kilimo wanakabiliwa na hatari tofauti.,Atumia arĩa matungataga arĩmi-inĩ magĩrĩirũo kũhiũrania na mogwati ma mwanya.,0.692233367,0.426803244,Misati,Atumia arĩa matungataga arĩmi-inĩ magĩrĩirũo kũhiũrania na mogwati ma mwanya.,0.692233367,0.426803244,Cynthia,,
,Security,"Sports programs must prevent harassment, abuse, and hazing through clear boundaries and reporting procedures.","Programu za michezo zinapaswa kuzuia unyanyasaji, unyanyasaji, na kuvuta sigara kupitia mipaka wazi na taratibu za kuripoti.","Mĩbango ya mathako nĩ yagĩrĩirũo kũgirĩrĩria kũhinyĩrĩrio, kũhinyĩrĩrio, na kũhinyĩrĩrio nĩ ũndũ wa mĩhaka ĩrĩa yagĩrĩire na njĩra ya kũruta riboti.",0.585949108,0.52126382,Misati,"Mĩbango ya mathako nĩ yagĩrĩirũo kũgirĩrĩria kũhinyĩrĩrio, kũhinyĩrĩrio, na kũhinyĩrĩrio nĩ ũndũ wa mĩhaka ĩrĩa yagĩrĩire na njĩra ya kũruta riboti.",0.585949108,0.52126382,Cynthia,,
,Security,Hospitality venues should recognize and address risks such as trafficking and harassment while protecting guests and staff.,Mahali pa kukaribisha wageni lazima kutambua na kukabiliana na hatari kama vile biashara ya watu na unyanyasaji wakati huohuo kulinda wageni na wafanyakazi.,"Ciikaro cia ũgeni nĩ igĩrĩirũo kũmenya na kũhiũrania na mogwati ta kũnyitanĩra na andũ na kũnyararwo, o na ikĩgitĩra ageni na andũ arĩa marutaga wĩra kuo.",0.585248258,0.478253053,Misati,"Ciikaro cia ũgeni nĩ igĩrĩirũo kũmenya na kũhiũrania na mogwati ta kũnyitanĩra na andũ na kũnyararwo, o na ikĩgitĩra ageni na andũ arĩa marutaga wĩra kuo.",0.585248258,0.478253053,Cynthia,,
,Security,Market environments must establish reporting systems and committees to prevent harassment and extortion.,Mazingira ya soko lazima kuanzisha mifumo ya kuripoti na halmashauri ili kuzuia unyanyasaji na ulaghai.,Mĩcemanio ya thoko nĩ yagĩrĩirũo kũgĩa na mĩthemba ya kũruta riboti na kamĩtĩ cia kũgirĩrĩria kũhinyĩrĩrio na kũhinyĩrĩrio.,0.643652682,0.444854164,Misati,Mĩcemanio ya thoko nĩ yagĩrĩirũo kũgĩa na mĩthemba ya kũruta riboti na kamĩtĩ cia kũgirĩrĩria kũhinyĩrĩrio na kũhinyĩrĩrio.,0.643652682,0.444854164,Cynthia,,
,Security,Higher education institutions must address campus sexual violence through comprehensive strategies and anonymous reporting.,Taasisi za elimu ya juu lazima zilishughulikie vurugu za kijinsia kwenye vyuo vikuu kupitia mikakati kamili na kuripoti bila majina.,Ciũngano cia gĩthomo kĩa igũrũ nĩ igĩrĩirũo kũhiũrania na ũhinya wa ngomanio thĩinĩ wa kambũni ya cukuru kũgerera njĩra cia kũmenyeria andũ na njĩra ya kũmenyithia andũ matarĩ a thiritũ yao.,0.643106991,0.434142226,Misati,Ciũngano cia gĩthomo kĩa igũrũ nĩ igĩrĩirũo kũhiũrania na ũhinya wa ngomanio thĩinĩ wa kambũni ya cukuru kũgerera njĩra cia kũmenyeria andũ na njĩra ya kũmenyithia andũ matarĩ a thiritũ yao.,0.643106991,0.434142226,Cynthia,,
,Security,"Refugee camps must prioritize safety planning, adequate lighting, and women's participation in governance.","Makambi ya wakimbizi lazima yawe na kipaumbele katika kupanga usalama, taa sahihi, na ushiriki wa wanawake katika utawala.","Makampu ma andũ arĩa matũũraga kuo nĩ magĩrĩirũo kũheana ũhoti wa kũbanga ũgitĩri, kũhe ũtheri ũrĩa wagĩrĩire, na kũruta wĩra wa atumia.",0.622742301,0.375959626,Misati,"Makampu ma andũ arĩa matũũraga kuo nĩ magĩrĩirũo kũheana ũhoti wa kũbanga ũgitĩri, kũhe ũtheri ũrĩa wagĩrĩire, na kũruta wĩra wa atumia.",0.622742301,0.375959626,Cynthia,,
,Security,"Government workplaces must maintain zero tolerance for harassment through training, accountability, and independent reporting systems.","Mahali pa kazi pa serikali lazima ziendelee kuwa na uvumilivu wa sifuri kwa unyanyasaji kupitia mafunzo, uwajibikaji, na mifumo ya kutoa ripoti ya kujitegemea.","Kũruta wĩra nĩ kũbataraga atĩ thirikari itigakorũo na ũkirĩrĩria wa kũhũthĩra maũndũ ta kũmenyeria andũ, kũruta wĩra, na kũruta wĩra na njĩra ya ũira.",0.621929359,0.311750853,Misati,"Kũruta wĩra nĩ kũbataraga atĩ thirikari itigakorũo na ũkirĩrĩria wa kũhũthĩra maũndũ ta kũmenyeria andũ, kũruta wĩra, na kũruta wĩra na njĩra ya ũira.",0.621929359,0.311750853,Cynthia,,
,Security,Climate disasters increase risks of violence. Preparedness must include violence risk assessments and mitigation actions.,Majanga ya hali ya hewa huongeza hatari za vurugu.,Mĩcemanio ya mĩcemanio ya ndũire nĩ ĩgũthiĩ na mbere na kũingĩha.,0.612498817,0.352019462,Misati,Mĩcemanio ya mĩcemanio ya ndũire nĩ ĩgũthiĩ na mbere na kũingĩha.,0.612498817,0.352019462,Cynthia,,
,Security,"Children face online risks. Parents should monitor use, apply controls, and teach safe behavior.","Watoto wanakabili hatari za kutumia Intaneti, na wazazi wanapaswa kuwachunguza watoto wao, kuwazuia, na kuwafundisha kuwa na tabia nzuri.","Aciari magĩrĩirũo kũrora ũrĩa ciana ciĩhũthĩra Intaneti, kũiga mĩtugo mĩega, na kũiga ciana ciĩhũthagĩra Intaneti.",0.490533134,0.429165807,Misati,"Aciari magĩrĩirũo kũrora ũrĩa ciana ciĩhũthĩra Intaneti, kũiga mĩtugo mĩega, na kũiga ciana ciĩhũthagĩra Intaneti.",0.490533134,0.429165807,Cynthia,,
,Security,Suspected child abuse should be reported immediately to police or through the *116# anonymous helpline.,Mtu anapofikiria kutendwa vibaya kwa watoto anapaswa kuripotiwa mara moja kwa polisi au kupitia simu ya simu ya simu ya *116#.,Kũhinyĩrĩria ciana kũngĩgĩrĩire kũheanwo riboti o rĩmwe kũrĩ borithi kana kũgerera thimũ ya ũteithio ya *116#.,0.473553562,0.461545482,Misati,Kũhinyĩrĩria ciana kũngĩgĩrĩire kũheanwo riboti o rĩmwe kũrĩ borithi kana kũgerera thimũ ya ũteithio ya *116#.,0.473553562,0.461545482,Cynthia,,
,Security,Child trafficking remains a major threat. Communities should report suspicious activity to authorities.,Uuzaji wa watoto bado ni tishio kubwa.,Kũhuthĩra ciana nĩ gũtũũraga kũrĩ mũgwate mũnene.,0.538599158,0.313685934,Misati,Kũhuthĩra ciana nĩ gũtũũraga kũrĩ mũgwate mũnene.,0.538599158,0.313685934,Cynthia,,
,Security,"Schools must implement protection policies, anti-bullying systems, and counseling services to safeguard learners.","Shule zinapaswa kutekeleza sera za ulinzi, mifumo ya kupambana na uonevu, na huduma za ushauri ili kuwalinda wanafunzi.","Ciũngano nĩ igĩrĩirũo kũhũthĩra mawatho ma kũgitĩra, kũrũa na kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria",0.744512194,0.358100464,Misati,"Ciũngano nĩ igĩrĩirũo kũhũthĩra mawatho ma kũgitĩra, kũrũa na kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria kũgeria",0.744512194,0.358100464,Cynthia,,
,Security,Foster caregivers must be vetted to ensure safe environments for vulnerable children.,Walezi wa watoto wanaotunzwa wanapaswa kuchunguzwa ili kuhakikisha mazingira salama kwa watoto walio hatarini.,Arĩa marera ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia,0.539734282,0.330902883,Misati,Arĩa marera ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia ciana cia,0.539734282,0.330902883,Cynthia,,
,Security,Child marriage harms children's health and future. Communities must report cases and support girls' education.,Watoto waliofunga ndoa huathiri afya na maisha ya watoto.,Ciana kũhikania nĩ kũhĩtũkagia ũgima wa mwĩrĩ wa ciana na ũgatũma ikorũo na ũtũũro mwega.,0.394670077,0.413657331,Misati,Ciana kũhikania nĩ kũhĩtũkagia ũgima wa mwĩrĩ wa ciana na ũgatũma ikorũo na ũtũũro mwega.,0.394670077,0.413657331,Cynthia,,
,Security,Child labor is illegal. Report hazardous child work to the Labour Department or call 0800220444.,Kazi ya watoto ni haramu. Ripoti ya kazi ya watoto hatari kwa Idara ya Kazi au piga simu 0800220444.,Ũhoro wĩgiĩ wĩra wa ciana nĩ ũhĩtũku.,0.713453722,0.368647919,Misati,Ũhoro wĩgiĩ wĩra wa ciana nĩ ũhĩtũku.,0.713453722,0.368647919,Cynthia,,
,Security,Children involved in legal processes should receive specialized legal aid through the Office of the Director of Public Prosecutions.,Watoto wanaohusika katika utaratibu wa kisheria wanapaswa kupokea msaada wa kisheria wa kipekee kupitia Ofisi ya Mkurugenzi wa Mashtaka.,Ciana iria ciĩ na mĩbango ya kĩhooto nĩ ciagĩrĩire kũheo ũteithio wa kĩhooto kũgerera wabici ya mũtongoria wa ũcukani.,0.700250672,0.558510026,Misati,Ciana iria ciĩ na mĩbango ya kĩhooto nĩ ciagĩrĩire kũheo ũteithio wa kĩhooto kũgerera wabici ya mũtongoria wa ũcukani.,0.700250672,0.558510026,Cynthia,,
,Security,Children should learn to protect personal information online and report suspicious interactions to trusted adults.,Watoto wanapaswa kujifunza kulinda habari zao za kibinafsi mtandaoni na kuripoti mahusiano ya mashaka kwa watu wazima wanaoaminika.,Ciana nĩ ciagĩrĩirũo kwĩruta kũgitĩra ũhoro wa mũndũ thĩinĩ wa intaneti na kũmenyithia andũ agima arĩa mangĩahotire kũmwĩhoka ũhoro wa maũndũ marĩa mahĩtagia.,0.655113195,0.501459897,Misati,Ciana nĩ ciagĩrĩirũo kwĩruta kũgitĩra ũhoro wa mũndũ thĩinĩ wa intaneti na kũmenyithia andũ agima arĩa mangĩahotire kũmwĩhoka ũhoro wa maũndũ marĩa mahĩtagia.,0.655113195,0.501459897,Cynthia,,
,Security,Domestic violence harms children. Report incidents to local authorities or child helplines.,Watoto huathiriwa na jeuri ya nyumbani.,Kũhinyĩrĩria ciana nĩ kũhinyĩrĩirio nĩ ũhinya wa famĩlĩ.,0.486493153,0.38596953,Misati,Kũhinyĩrĩria ciana nĩ kũhinyĩrĩirio nĩ ũhinya wa famĩlĩ.,0.486493153,0.38596953,Cynthia,,
,Security,Government and NGOs support orphaned children with essential services. Adoption and foster care follow legal guidelines.,Serikali na mashirika yasiyo ya kiserikali husaidia watoto yatima kwa huduma za msingi.,Thirikari na NGO nĩ irateithĩrĩria ciana cia ndigwa na njĩra ya kũheana ũteithio wa bata.,0.692355762,0.475251729,Misati,Thirikari na NGO nĩ irateithĩrĩria ciana cia ndigwa na njĩra ya kũheana ũteithio wa bata.,0.692355762,0.475251729,Cynthia,,
,Security,"Every child has rights to education, healthcare, and protection. Communities must report violations.","Kila mtoto ana haki ya kupata elimu, huduma za afya, na ulinzi.","Ciana ciothe nĩ irĩ na kĩhooto gĩa kũheo gĩthomo, ũrigitani, na ũgitĩri.",0.748255272,0.688512527,Misati,"Ciana ciothe nĩ irĩ na kĩhooto gĩa kũheo gĩthomo, ũrigitani, na ũgitĩri.",0.748255272,0.688512527,Cynthia,,
,Security,Bullying leads to depression and school dropouts. Schools must enforce strict anti-bullying policies and provide counseling for affected children.,Shule zinapaswa kutekeleza sera kali za kupambana na uonevu na kutoa ushauri kwa watoto walioathiriwa.,Kũnyamarĩka nĩ gũtũmaga mũndũ aigue na ruo rwa meciria na agatiga gũthoma.,0.670878578,0.380129499,Misati,Kũnyamarĩka nĩ gũtũmaga mũndũ aigue na ruo rwa meciria na agatiga gũthoma.,0.670878578,0.380129499,Cynthia,,
,Security,"In disasters (floods, fires), children are most vulnerable. Ensure they are evacuated safely and receive psychosocial support.","Katika misiba (mafuriko, moto), watoto ni walio hatarini zaidi. Hakikisha kwamba wanahamishwa salama na kupata msaada wa kisaikolojia.","Rĩrĩa kũrĩ mĩnyamaro (mĩiyũro, mwaki), ciana nĩcio irĩ na ũgwati mũnene.",0.625093917,0.429387137,Misati,"Rĩrĩa kũrĩ mĩnyamaro (mĩiyũro, mwaki), ciana nĩcio irĩ na ũgwati mũnene.",0.625093917,0.429387137,Cynthia,,
,Security,Sexual predators target children online and offline. Parents should monitor interactions and teach children about body safety.,Wauaji wa kingono huwalinda watoto mtandaoni na nje ya mtandao. Wazazi wanapaswa kufuatilia mwingiliano na kuwafundisha watoto kuhusu usalama wa mwili.,Aciari magĩrĩirũo kũrora ũrĩa ciana cionanagia na arĩa angĩ na kũruta ciana ciao ũhoro wĩgiĩ ũgitĩri wa mwĩrĩ.,0.650029993,0.465990639,Misati,Aciari magĩrĩirũo kũrora ũrĩa ciana cionanagia na arĩa angĩ na kũruta ciana ciao ũhoro wĩgiĩ ũgitĩri wa mwĩrĩ.,0.650029993,0.465990639,Cynthia,,
,Security,Children with disabilities face higher risks of abuse. Ensure inclusive education and accessible reporting mechanisms for their protection.,Watoto wenye ulemavu wanakabiliwa na hatari kubwa ya kutendwa vibaya.,Ciana irĩ na mawathe nĩ ikoragwo na mogwati maingĩ ma kũhinyĩrĩrio.,0.71882316,0.535137909,Misati,Ciana irĩ na mawathe nĩ ikoragwo na mogwati maingĩ ma kũhinyĩrĩrio.,0.71882316,0.535137909,Cynthia,,
,Security,"Local communities should establish child protection committees to monitor and report abuse cases, working closely with government agencies.","Jumuiya za mitaa zinapaswa kuanzisha halmashauri za ulinzi wa watoto ili kufuatilia na kuripoti visa vya unyanyasaji, kwa kushirikiana kwa karibu na mashirika ya serikali.","Andũ a gĩcigo kĩu magĩrĩirũo kũbanga kamĩtĩ cia kũgitĩra ciana nĩguo irũgamĩrĩire na igere ngero cia kũhinyĩrĩrio nĩ ciana, na igĩe na wĩra wa hakuhĩ na honge cia thirikari.",0.717578239,0.447794085,Misati,"Andũ a gĩcigo kĩu magĩrĩirũo kũbanga kamĩtĩ cia kũgitĩra ciana nĩguo irũgamĩrĩire na igere ngero cia kũhinyĩrĩrio nĩ ciana, na igĩe na wĩra wa hakuhĩ na honge cia thirikari.",0.717578239,0.447794085,Cynthia,,
,Security,The Kenya Police have specialized desks to handle child-related cases with sensitivity and confidentiality. Report cases at any police station.,Polisi wa Kenya wana ofisi za pekee za kushughulikia visa vinavyohusiana na watoto kwa utambuzi na usiri.,"O na kũrĩ ũguo, nĩ kũrĩ maũndũ maingĩ ma bata mũno ma kũmenyeria andũ arĩa angĩ.",0.602547074,0.261784559,Misati,"O na kũrĩ ũguo, nĩ kũrĩ maũndũ maingĩ ma bata mũno ma kũmenyeria andũ arĩa angĩ.",0.602547074,0.261784559,Cynthia,,
,Security,"Neglect harms a child's development. Parents and guardians must provide basic needs, love, and security to prevent long-term trauma.","Wazazi na walezi wanapaswa kuwapa watoto mahitaji ya msingi, upendo, na usalama ili kuzuia kupatwa na majeraha ya muda mrefu.","Aciari na arĩa marera ciana no mũhaka marũmbũiyage na mabataro mao ma kĩhumo, wendo, na ũgitĩri nĩguo matigakũrehere.",0.640608866,0.414225128,Misati,"Aciari na arĩa marera ciana no mũhaka marũmbũiyage na mabataro mao ma kĩhumo, wendo, na ũgitĩri nĩguo matigakũrehere.",0.640608866,0.414225128,Cynthia,,
,Security,Refugee children are vulnerable to abuse and trafficking. Humanitarian agencies provide safe shelters and education in camps.,Watoto wakimbizi ni hatari kwa kutendwa vibaya na kuuzishwa.,Ciana arĩa matũũraga bũrũri wa ũgwati nĩ ciĩhĩtagia mũno nĩ kũhinyĩrĩrio na kũhinyĩrĩrio.,0.41407699,0.388349794,Misati,Ciana arĩa matũũraga bũrũri wa ũgwati nĩ ciĩhĩtagia mũno nĩ kũhinyĩrĩrio na kũhinyĩrĩrio.,0.41407699,0.388349794,Cynthia,,
,Security,Some communities still practice harmful traditions involving children. Report such cases to authorities immediately.,Katika jamii fulani bado kuna desturi zenye madhara zinazohusisha watoto.,"O na kũrĩ ũguo, andũ amwe nĩ matũũraga na mĩtugo mĩũru ya kũhũthĩra ciana.",0.6089136,0.429266259,Misati,"O na kũrĩ ũguo, andũ amwe nĩ matũũraga na mĩtugo mĩũru ya kũhũthĩra ciana.",0.6089136,0.429266259,Cynthia,,
,Security,Positive parenting reduces abuse risks. Attend government-sponsored parenting programs to learn child protection strategies.,Kulea watoto kwa njia inayofaa kunaweza kupunguza hatari ya kutendwa vibaya.,Kũgĩa na mũciari mwega nĩ gũtũmaga ũkorũo ũtarĩ na ũgwati wa kũhinyĩrĩrio.,0.559490201,0.463231019,Misati,Kũgĩa na mũciari mwega nĩ gũtũmaga ũkorũo ũtarĩ na ũgwati wa kũhinyĩrĩrio.,0.559490201,0.463231019,Cynthia,,
